Vext Jext
-0.075 -204.809119417
-0.05 -204.757659075
-0.025 -204.702501453
0.0 -204.643255297
0.025 -204.579472771
0.05 -204.510638449
0.075 -204.436157081
0.1 -204.355336156
0.125 -204.267366413
0.15 -204.171296164
0.175 -204.065998594
0.2 -203.950131889
0.225 -203.822083938
0.25 -203.679903935
0.275 -203.521213084
0.3 -203.343082078
0.325 -203.141872688
0.35 -202.913022498
0.375 -202.650753577
0.4 -202.347681579
0.425 -201.994274824
0.45 -201.578131696
0.475 -201.083000201
0.5 -200.487489576
0.525 -199.763590586
0.55 -198.874248784
0.575 -197.771719284
0.6 -196.395494556
0.625 -194.671261672
0.65 -192.511497951
0.675 -189.817954161
0.7 -186.485474364
0.725 -182.404250374
0.75 -177.457547117
0.775 -171.510103787
0.8 -164.381739886
0.825 -155.797577843
0.85 -145.29973673
0.875 -132.088090172
0.9 -114.751740938
0.925 -90.8493277959
0.95 -56.3611107537
0.975 -5.2079563182
1.0 70.7986458455
1.025 181.188438642
