Vext Jext
-0.075 -196.470265109
-0.05 -196.244574097
-0.025 -196.000851716
0.0 -195.737024934
0.025 -195.450712899
0.05 -195.139172531
0.075 -194.799232753
0.1 -194.427215261
0.125 -194.018838996
0.15 -193.569104885
0.175 -193.07215688
0.2 -192.521114599
0.225 -191.907873951
0.25 -191.222868032
0.275 -190.45478845
0.3 -189.590260389
0.325 -188.613482345
0.35 -187.505829754
0.375 -186.245456254
0.4 -184.806927291
0.425 -183.160995329
0.45 -181.274357073
0.475 -179.110001359
0.5 -176.627723883
0.525 -173.785539296
0.55 -170.538919714
0.575 -166.844240302
0.6 -162.658487171
0.625 -157.939272561
0.65 -152.642760255
0.675 -146.720066914
0.7 -140.110390389
0.725 -132.73083294
0.75 -124.460228486
0.775 -115.11646624
0.8 -104.42411182
0.825 -91.9796400481
0.85 -77.2251332869
0.875 -59.4624837752
0.9 -37.9363857832
0.925 -11.9723769114
0.95 18.894441559
0.975 54.8790607462
1.0 95.9886315736
1.025 142.112315139
1.05 193.093326106
