Vext Jext
-0.075 -199.979905181
-0.05 -199.929105636
-0.025 -199.874808399
0.0 -199.816669192
0.025 -199.754298188
0.05 -199.687253632
0.075 -199.615032294
0.1 -199.537058888
0.125 -199.452673057
0.15 -199.361113463
0.175 -199.261498515
0.2 -199.152801156
0.225 -199.033820213
0.25 -198.903141597
0.275 -198.759090601
0.3 -198.599670675
0.325 -198.422484879
0.35 -198.224631521
0.375 -198.002571009
0.4 -197.751944254
0.425 -197.467330238
0.45 -197.141914822
0.475 -196.767032944
0.5 -196.331527211
0.525 -195.82083631
0.55 -195.215686336
0.575 -194.490185502
0.6 -193.608992561
0.625 -192.523304017
0.65 -191.164165362
0.675 -189.433925028
0.7 -187.192646841
0.725 -184.239581012
0.75 -180.288341344
0.775 -174.936452954
0.8 -167.63063255
0.825 -157.631715526
0.85 -143.982548752
0.875 -125.483974158
0.9 -100.687213772
0.925 -67.9190785099
0.95 -25.3401637705
0.975 28.955613695
1.0 96.8229105794
1.025 179.937242991
