Vext Jext
-0.075 -195.923946718
-0.05 -195.761862214
-0.025 -195.588449002
0.0 -195.402582665
0.025 -195.202992084
0.05 -194.988236092
0.075 -194.756673043
0.1 -194.50642939
0.125 -194.235356623
0.15 -193.940981645
0.175 -193.620445855
0.2 -193.270430551
0.225 -192.887065152
0.25 -192.465813679
0.275 -192.001333658
0.3 -191.487299827
0.325 -190.916182862
0.35 -190.278969711
0.375 -189.564813289
0.4 -188.760582928
0.425 -187.850300227
0.45 -186.814375827
0.475 -185.628792009
0.5 -184.263857085
0.525 -182.682829532
0.55 -180.840170459
0.575 -178.679498407
0.6 -176.131510289
0.625 -173.110543386
0.65 -169.513150073
0.675 -165.215234542
0.7 -160.070135545
0.725 -153.906951154
0.75 -146.52902855
0.775 -137.712308596
0.8 -127.203256094
0.825 -114.718244778
0.85 -99.944648609
0.875 -82.546786283
0.9 -62.1765965275
0.925 -38.4921412196
0.95 -11.1732220576
0.975 20.0602024055
1.0 55.4405672996
1.025 95.1446630991
1.05 139.298820688
1.075 187.988225743
