Vext Jext
-0.075 -179.031802333
-0.05 -177.997752657
-0.025 -176.906378262
0.0 -175.753414599
0.025 -174.534217412
0.05 -173.243739683
0.075 -171.876460422
0.1 -170.426431774
0.125 -168.887124389
0.15 -167.251452133
0.175 -165.511685733
0.2 -163.659421029
0.225 -161.685491424
0.25 -159.579926622
0.275 -157.331853534
0.3 -154.929440337
0.325 -152.359785887
0.35 -149.608827558
0.375 -146.661239732
0.4 -143.500285168
0.425 -140.107675612
0.45 -136.463408609
0.475 -132.545541367
0.5 -128.329952755
0.525 -123.79005026
0.55 -118.896424201
0.575 -113.616324336
0.6 -107.91295244
0.625 -101.746225818
0.65 -95.0680705934
0.675 -87.8251440946
0.7 -79.9561495157
0.725 -71.390339115
0.75 -62.0462370432
0.775 -51.8299945332
0.8 -40.6353903965
0.825 -28.34465058
0.85 -14.831179633
0.875 0.0358204756316
0.9 16.3858850281
0.925 34.3414100543
0.95 54.0114559818
0.975 75.489731897
1.0 98.8540788915
1.025 124.166791574
1.05 151.477526266
