Vext Jext
-0.075 -200.575653179
-0.05 -200.465604803
-0.025 -200.346589034
0.0 -200.217497699
0.025 -200.077034218
0.05 -199.923674902
0.075 -199.755615994
0.1 -199.570711295
0.125 -199.366390227
0.15 -199.139557254
0.175 -198.886457007
0.2 -198.602508516
0.225 -198.282090268
0.25 -197.918267544
0.275 -197.502448692
0.3 -197.023959831
0.325 -196.469523926
0.35 -195.82266718
0.375 -195.063048705
0.4 -194.165895421
0.425 -193.101618753
0.45 -191.835325261
0.475 -190.32771368
0.5 -188.53661369
0.525 -186.419056754
0.55 -183.934238812
0.575 -181.046215671
0.6 -177.725823174
0.625 -173.950846442
0.65 -169.704371587
0.675 -164.971832123
0.7 -159.736061967
0.725 -153.971991449
0.75 -147.638417749
0.775 -140.666928163
0.8 -132.942012404
0.825 -124.265033853
0.85 -114.283125465
0.875 -102.348389424
0.9 -87.2366332957
0.925 -66.5959312684
0.95 -35.9026816908
0.975 13.3815426178
1.0 96.7294916231
