Vext Jext
-0.075 -152.90834146
-0.05 -151.474806934
-0.025 -149.980864532
0.0 -148.423367981
0.025 -146.798978887
0.05 -145.104180739
0.075 -143.335260299
0.1 -141.488284263
0.125 -139.559111525
0.15 -137.543371563
0.175 -135.436438179
0.2 -133.233441569
0.225 -130.929242333
0.25 -128.518400513
0.275 -125.995183472
0.3 -123.35353119
0.325 -120.587015069
0.35 -117.688831695
0.375 -114.651743853
0.4 -111.468031853
0.425 -108.129425839
0.45 -104.62701874
0.475 -100.951159458
0.5 -97.0912896821
0.525 -93.0357880154
0.55 -88.7717419327
0.575 -84.2846433671
0.6 -79.5585245583
0.625 -74.5742868552
0.65 -69.3101921825
0.675 -63.7416065196
0.7 -57.8400265496
0.725 -51.5729898276
0.75 -44.9033834063
0.775 -37.7897525064
0.8 -30.1862161194
0.825 -22.0431811953
0.85 -13.3078133261
0.875 -3.92580410831
0.9 6.15803875493
0.925 16.9983853326
0.95 28.6467870764
0.975 41.151759892
1.0 54.5577429035
1.025 68.9037889733
1.05 84.2243536807
1.075 100.5497377
1.1 117.904520915
