Vext Jext
-0.075 -205.616711729
-0.05 -205.603862501
-0.025 -205.590065678
0.0 -205.575220445
0.025 -205.559211754
0.05 -205.54190785
0.075 -205.52315723
0.1 -205.502784931
0.125 -205.480588008
0.15 -205.456329681
0.175 -205.429732577
0.2 -205.400469684
0.225 -205.368153173
0.25 -205.332320118
0.275 -205.292413736
0.3 -205.247759612
0.325 -205.197533669
0.35 -205.140719889
0.375 -205.076052812
0.4 -205.001939624
0.425 -204.916351318
0.45 -204.816669923
0.475 -204.699470174
0.5 -204.560204613
0.525 -204.392733853
0.55 -204.188620727
0.575 -203.936095328
0.6 -203.618502353
0.625 -203.211562683
0.65 -202.679872302
0.675 -201.971001716
0.7 -201.007045614
0.725 -199.672551227
0.75 -197.798032491
0.775 -195.137668855
0.8 -191.33684569
0.825 -185.877024572
0.85 -177.975555041
0.875 -166.401008981
0.9 -149.170487229
0.925 -123.122680087
0.95 -83.4484751165
0.975 -23.3769259597
1.0 65.715212426
1.025 193.659034639
