Vext Jext
-0.075 -188.063943885
-0.05 -187.383729505
-0.025 -186.662406717
0.0 -185.896448774
0.025 -185.081949122
0.05 -184.214581367
0.075 -183.289534446
0.1 -182.301458588
0.125 -181.244393042
0.15 -180.111685211
0.175 -178.895897665
0.2 -177.588696557
0.225 -176.18073843
0.25 -174.661521561
0.275 -173.019234541
0.3 -171.240437938
0.325 -169.310104767
0.35 -167.211065493
0.375 -164.923844066
0.4 -162.426226122
0.425 -159.692810389
0.45 -156.694471593
0.475 -153.397671904
0.5 -149.763661859
0.525 -145.747503318
0.55 -141.296831732
0.575 -136.350471665
0.6 -130.836233525
0.625 -124.669752694
0.65 -117.750004245
0.675 -109.955571713
0.7 -101.142559651
0.725 -91.1389905132
0.75 -79.7406455435
0.775 -66.7076073016
0.8 -51.7658002663
0.825 -34.6135661109
0.85 -14.935035736
0.875 7.57784106509
0.9 33.2084928341
0.925 62.2010074559
0.95 94.7485896976
0.975 130.999579291
1.0 171.062249714
