Vext Jext
-0.075 -187.620883393
-0.05 -186.788070073
-0.025 -185.89208856
0.0 -184.927449537
0.025 -183.888269315
0.05 -182.768266625
0.075 -181.560763004
0.1 -180.258690637
0.125 -178.85460113
0.15 -177.3406792
0.175 -175.708758973
0.2 -173.950341096
0.225 -172.056610409
0.25 -170.018449617
0.275 -167.826453926
0.3 -165.470938054
0.325 -162.941933223
0.35 -160.229182348
0.375 -157.322153335
0.4 -154.209908276
0.425 -150.880930207
0.45 -147.323336652
0.475 -143.524354764
0.5 -139.470078409
0.525 -135.146355698
0.55 -130.533073614
0.575 -125.609590002
0.6 -120.349802204
0.625 -114.720353921
0.65 -108.677369111
0.675 -102.16119013
0.7 -95.0885216803
0.725 -87.3404645508
0.75 -78.7441026702
0.775 -69.0467560985
0.8 -57.8846824858
0.825 -44.7561289566
0.85 -29.0212940348
0.875 -9.9588083193
0.9 13.1206605093
0.925 40.7404254209
0.95 73.1822488199
0.975 110.499798971
1.0 152.597936394
