Vext Jext
-0.075 -195.001129556
-0.05 -194.800970723
-0.025 -194.586975123
0.0 -194.357766655
0.025 -194.11178836
0.05 -193.847277802
0.075 -193.562230612
0.1 -193.254360552
0.125 -192.921050873
0.15 -192.559295656
0.175 -192.165628746
0.2 -191.736037211
0.225 -191.265855381
0.25 -190.749634398
0.275 -190.180981716
0.3 -189.552355686
0.325 -188.854818444
0.35 -188.07771807
0.375 -187.208279484
0.4 -186.231092863
0.425 -185.127455613
0.45 -183.874508827
0.475 -182.444144346
0.5 -180.80157251
0.525 -178.903483981
0.55 -176.695610037
0.575 -174.109565285
0.6 -171.059180193
0.625 -167.436364008
0.65 -163.102003517
0.675 -157.882632363
0.7 -151.559971041
0.725 -143.860002373
0.75 -134.439517538
0.775 -122.868371088
0.8 -108.611745512
0.825 -91.0210938312
0.85 -69.3530677862
0.875 -42.8263352703
0.9 -10.7071519859
0.925 27.6034300262
0.95 72.5354036067
0.975 124.363301246
1.0 183.242745893
