Vext Jext
-0.075 -197.826545052
-0.05 -197.677539387
-0.025 -197.518061842
0.0 -197.347067811
0.025 -197.163374319
0.05 -196.965639835
0.075 -196.752335936
0.1 -196.521715278
0.125 -196.271772551
0.15 -196.000197036
0.175 -195.70431531
0.2 -195.381018001
0.225 -195.026675517
0.25 -194.637027529
0.275 -194.207048253
0.3 -193.730777253
0.325 -193.201106488
0.35 -192.609510484
0.375 -191.945707765
0.4 -191.197221907
0.425 -190.348833218
0.45 -189.38187263
0.475 -188.273305627
0.5 -186.994665131
0.525 -185.510582457
0.55 -183.777109036
0.575 -181.739667229
0.6 -179.330960819
0.625 -176.467528982
0.65 -173.048336476
0.675 -168.951549998
0.7 -164.032635551
0.725 -158.122193435
0.75 -151.024027823
0.775 -142.512650561
0.8 -132.330662519
0.825 -120.186159589
0.85 -105.752524098
0.875 -88.6721190315
0.9 -68.5654590797
0.925 -45.0495571279
0.95 -17.7555141303
0.975 13.6493694587
1.0 49.4492037985
1.025 89.8666427743
1.05 135.067079181
1.075 185.161520707
