Vext Jext
-0.075 -146.127780813
-0.05 -144.577893753
-0.025 -142.968754107
0.0 -141.297608447
0.025 -139.561553305
0.05 -137.757551685
0.075 -135.882415064
0.1 -133.932782281
0.125 -131.90513493
0.15 -129.795772277
0.175 -127.600808962
0.2 -125.316143754
0.225 -122.937472559
0.25 -120.460253707
0.275 -117.879696849
0.3 -115.190718012
0.325 -112.387938078
0.35 -109.465625479
0.375 -106.417652632
0.4 -103.237440308
0.425 -99.9178605276
0.45 -96.4511688128
0.475 -92.8288608942
0.5 -89.0415208897
0.525 -85.0786237954
0.55 -80.9282875854
0.575 -76.5769642627
0.6 -72.0094027599
0.625 -67.2075263313
0.65 -62.1495408632
0.675 -56.8106224934
0.7 -51.1615333773
0.725 -45.1675262201
0.75 -38.787858128
0.775 -31.9749098702
0.8 -24.6738719537
0.825 -16.822704295
0.85 -8.35283565376
0.875 0.808679684885
0.9 10.7370888557
0.925 21.5068773781
0.95 33.1873017732
0.975 45.8413399633
1.0 59.5229945576
1.025 74.2778893768
1.05 90.143080434
1.075 107.148018493
1.1 125.316304113
