Vext Jext
-0.075 -202.270294674
-0.05 -202.247705189
-0.025 -202.223256475
0.0 -202.196717969
0.025 -202.167819782
0.05 -202.136243517
0.075 -202.101611406
0.1 -202.063471849
0.125 -202.021281452
0.15 -201.974380294
0.175 -201.921960544
0.2 -201.863025056
0.225 -201.796330249
0.25 -201.720310635
0.275 -201.632976598
0.3 -201.531772059
0.325 -201.413381331
0.35 -201.273464048
0.375 -201.106288193
0.4 -200.904236663
0.425 -200.657146627
0.45 -200.35151413
0.475 -199.969302289
0.5 -199.487038154
0.525 -198.87470491
0.55 -198.095235215
0.575 -197.104901296
0.6 -195.854939782
0.625 -194.29419031
0.65 -192.372020455
0.675 -190.040352124
0.7 -187.253815377
0.725 -183.967543484
0.75 -180.132667876
0.775 -175.688563727
0.8 -170.551152374
0.825 -164.59207204
0.85 -157.601735258
0.875 -149.216189475
0.9 -138.77536889
0.925 -125.038501034
0.95 -105.624562661
0.975 -75.9363341621
1.0 -27.1854026191
1.025 56.9625233472
