Vext Jext
-0.075 -200.715914499
-0.05 -200.69563502
-0.025 -200.673556247
0.0 -200.649443992
0.025 -200.623023947
0.05 -200.593972964
0.075 -200.561908281
0.1 -200.526373677
0.125 -200.486822092
0.15 -200.442592937
0.175 -200.392882662
0.2 -200.336706371
0.225 -200.272846786
0.25 -200.199786223
0.275 -200.115614919
0.3 -200.017906304
0.325 -199.903545931
0.35 -199.768495534
0.375 -199.60746466
0.4 -199.413461998
0.425 -199.177135367
0.45 -198.885924955
0.475 -198.522876595
0.5 -198.065236364
0.525 -197.482169146
0.55 -196.733118776
0.575 -195.765878232
0.6 -194.515776631
0.625 -192.906750724
0.65 -190.854947146
0.675 -188.273162156
0.7 -185.076115093
0.725 -181.180563406
0.75 -176.499740438
0.775 -170.929178949
0.8 -164.320730829
0.825 -156.437221202
0.85 -146.87251427
0.875 -134.910191413
0.9 -119.283862173
0.925 -97.816805254
0.95 -66.9906986036
0.975 -21.6673342027
1.0 44.6745005712
1.025 139.034215914
