Vext Jext
-0.075 -176.34172823
-0.05 -175.791782632
-0.025 -175.216514307
0.0 -174.614202772
0.025 -173.982977862
0.05 -173.320794187
0.075 -172.625429038
0.1 -171.894433446
0.125 -171.125117668
0.15 -170.31453523
0.175 -169.459420461
0.2 -168.556159268
0.225 -167.600755775
0.25 -166.588746871
0.275 -165.51514717
0.3 -164.374384069
0.325 -163.160171763
0.35 -161.865408745
0.375 -160.482053165
0.4 -159.000923009
0.425 -157.411507898
0.45 -155.701711384
0.475 -153.857546199
0.5 -151.862738893
0.525 -149.698289284
0.55 -147.3418471
0.575 -144.767221461
0.6 -141.943288953
0.625 -138.833585833
0.65 -135.393900209
0.675 -131.572742739
0.7 -127.308982479
0.725 -122.530519581
0.75 -117.152459739
0.775 -111.074964144
0.8 -104.180578875
0.825 -96.3308151808
0.85 -87.3606221097
0.875 -77.0695330219
0.9 -65.2101206359
0.925 -51.4634220392
0.95 -35.4135802926
0.975 -16.5249229818
1.0 5.87434143793
1.025 32.6020354113
1.05 64.6343150292
1.075 103.115399178
1.1 149.364185773
