Vext Jext
-0.075 -203.539992424
-0.05 -203.508316454
-0.025 -203.474436777
0.0 -203.438132809
0.025 -203.399153904
0.05 -203.357214884
0.075 -203.311989931
0.1 -203.263105165
0.125 -203.21012963
0.15 -203.152564226
0.175 -203.089827995
0.2 -203.021241053
0.225 -202.946003169
0.25 -202.86316612
0.275 -202.771601361
0.3 -202.669952865
0.325 -202.556581338
0.35 -202.429489389
0.375 -202.28622247
0.4 -202.123740261
0.425 -201.93823897
0.45 -201.724918513
0.475 -201.477661917
0.5 -201.188598313
0.525 -200.847509619
0.55 -200.44101261
0.575 -199.951474771
0.6 -199.355442006
0.625 -198.62164634
0.65 -197.708412741
0.675 -196.560167753
0.7 -195.103028858
0.725 -193.239131022
0.75 -190.839151386
0.775 -187.731971591
0.8 -183.689684774
0.825 -178.405444829
0.85 -171.461451004
0.875 -162.282884555
0.9 -150.07919903
0.925 -133.773821576
0.95 -111.929679996
0.975 -82.691962978
1.0 -43.7675962223
1.025 7.52762955993
1.05 74.1375646373
1.075 159.067985455
