Vext Jext
-0.075 -202.132633765
-0.05 -202.107286269
-0.025 -202.080172844
0.0 -202.051119792
0.025 -202.019931025
0.05 -201.986384093
0.075 -201.950225878
0.1 -201.911166885
0.125 -201.868875223
0.15 -201.822968359
0.175 -201.77300357
0.2 -201.718465472
0.225 -201.658751752
0.25 -201.593154257
0.275 -201.520835018
0.3 -201.440797447
0.325 -201.351847143
0.35 -201.252544106
0.375 -201.141138081
0.4 -201.015485893
0.425 -200.872942697
0.45 -200.710215568
0.475 -200.52317044
0.5 -200.306571651
0.525 -200.053731476
0.55 -199.756035063
0.575 -199.402304018
0.6 -198.977936524
0.625 -198.463825037
0.65 -197.834675062
0.675 -197.057353168
0.7 -196.088397661
0.725 -194.871165207
0.75 -193.332430243
0.775 -191.378276311
0.8 -188.888850079
0.825 -185.711011371
0.85 -181.647158014
0.875 -176.437751723
0.9 -169.73380343
0.925 -161.055828875
0.95 -149.736836
0.975 -134.850563561
1.0 -115.132476521
1.025 -88.9102343911
1.05 -54.0634777352
1.075 -8.04224748041
1.1 52.0357905838
