Vext Jext
-0.075 -141.907992525
-0.05 -140.844538697
-0.025 -139.742747394
0.0 -138.60062913
0.025 -137.416066559
0.05 -136.186793954
0.075 -134.910427724
0.1 -133.584394136
0.125 -132.20595544
0.15 -130.772186078
0.175 -129.279945518
0.2 -127.725903353
0.225 -126.106455991
0.25 -124.417745171
0.275 -122.655622454
0.3 -120.81561988
0.325 -118.892916543
0.35 -116.882300056
0.375 -114.778121941
0.4 -112.574255696
0.425 -110.264002974
0.45 -107.840069921
0.475 -105.294353743
0.5 -102.61820581
0.525 -99.8018027224
0.55 -96.8343344205
0.575 -93.7038338655
0.6 -90.3966684114
0.625 -86.8977173252
0.65 -83.1900026366
0.675 -79.2536148315
0.7 -75.0659807132
0.725 -70.6009365708
0.75 -65.8277404798
0.775 -60.7093255552
0.8 -55.2007979022
0.825 -49.2460097041
0.85 -42.7759074021
0.875 -35.7058118897
0.9 -27.9332458463
0.925 -19.3397885034
0.95 -9.79535661954
0.975 0.836161607981
1.0 12.6900152543
1.025 25.897708078
1.05 40.5849141792
1.075 56.8745783802
1.1 74.893135576
