Vext Jext
-0.075 -205.236862228
-0.05 -205.209052458
-0.025 -205.179334819
0.0 -205.147523212
0.025 -205.113407126
0.05 -205.076748191
0.075 -205.037275111
0.1 -204.994678111
0.125 -204.948601572
0.15 -204.898636166
0.175 -204.844308222
0.2 -204.785066494
0.225 -204.720266936
0.25 -204.649152528
0.275 -204.570827685
0.3 -204.484227501
0.325 -204.388075935
0.35 -204.280834776
0.375 -204.160634431
0.4 -204.025186774
0.425 -203.871666962
0.45 -203.696559413
0.475 -203.495451023
0.5 -203.262754049
0.525 -202.991333561
0.55 -202.672003356
0.575 -202.292852697
0.6 -201.838339514
0.625 -201.288156703
0.65 -200.615465261
0.675 -199.785203816
0.7 -198.751496206
0.725 -197.45473181
0.75 -195.81806704
0.775 -193.743149499
0.8 -191.104584327
0.825 -187.742027209
0.85 -183.448078571
0.875 -177.949408504
0.9 -170.877344153
0.925 -161.724647662
0.95 -149.786574925
0.975 -134.088278561
1.0 -113.307067761
1.025 -85.7070724104
1.05 -49.1066079428
1.075 -0.907284131757
1.1 61.7964104142
