Vext Jext
-0.075 -195.197925375
-0.05 -195.002550862
-0.025 -194.796797075
0.0 -194.579853413
0.025 -194.350820527
0.05 -194.108701689
0.075 -193.852392989
0.1 -193.58066003
0.125 -193.292121868
0.15 -192.985232284
0.175 -192.658244739
0.2 -192.309182506
0.225 -191.935802901
0.25 -191.535539791
0.275 -191.105446484
0.3 -190.64212538
0.325 -190.141625068
0.35 -189.599326088
0.375 -189.009796407
0.4 -188.366591075
0.425 -187.662013424
0.45 -186.886797913
0.475 -186.029702833
0.5 -185.076973672
0.525 -184.011670648
0.55 -182.812715172
0.575 -181.453879128
0.6 -179.902306636
0.625 -178.11626388
0.65 -176.043571662
0.675 -173.618550605
0.7 -170.758832644
0.725 -167.361543571
0.75 -163.298439038
0.775 -158.409102667
0.8 -152.49080729
0.825 -145.282512167
0.85 -136.440635441
0.875 -125.504673245
0.9 -111.849983841
0.925 -94.6383611726
0.95 -72.7612643549
0.975 -44.7896513682
1.0 -8.94266070376
1.025 36.9062789034
1.05 95.1754395721
1.075 168.458022926
