Vext Jext
-0.075 -201.988990985
-0.05 -201.958953968
-0.025 -201.926831511
0.0 -201.892415528
0.025 -201.855470235
0.05 -201.815727477
0.075 -201.772881013
0.1 -201.726579962
0.125 -201.676420088
0.15 -201.62193376
0.175 -201.56257731
0.2 -201.497715295
0.225 -201.426600827
0.25 -201.348350063
0.275 -201.261913228
0.3 -201.166031044
0.325 -201.05918404
0.35 -200.939524802
0.375 -200.804789063
0.4 -200.652177625
0.425 -200.478199592
0.45 -200.278460374
0.475 -200.047377423
0.5 -199.777790141
0.525 -199.460430339
0.55 -199.0831974
0.575 -198.630170592
0.6 -198.080326384
0.625 -197.405550991
0.65 -196.56853899
0.675 -195.519601142
0.7 -194.192773614
0.725 -192.50089438
0.75 -190.329145445
0.775 -187.526347186
0.8 -183.892497532
0.825 -179.160301119
0.85 -172.967892775
0.875 -164.818520954
0.9 -154.028192208
0.925 -139.657879642
0.95 -120.438766326
0.975 -94.7037813039
1.0 -60.3480770448
1.025 -14.8426188305
1.05 44.6735329021
1.075 121.213577674
