Vext Jext
-0.075 -202.137896978
-0.05 -202.112854192
-0.025 -202.086071047
0.0 -202.05737731
0.025 -202.026580635
0.05 -201.993463104
0.075 -201.957776572
0.1 -201.919237948
0.125 -201.877522589
0.15 -201.832256803
0.175 -201.783008005
0.2 -201.729273756
0.225 -201.670467132
0.25 -201.605898319
0.275 -201.53475296
0.3 -201.456062526
0.325 -201.368668954
0.35 -201.271176635
0.375 -201.161893011
0.4 -201.038748238
0.425 -200.899191802
0.45 -200.740054317
0.475 -200.557364897
0.5 -200.34610401
0.525 -200.099899752
0.55 -199.810479308
0.575 -199.467216199
0.6 -199.056230377
0.625 -198.559395
0.65 -197.95276762
0.675 -197.205034965
0.7 -196.275200058
0.725 -195.109944297
0.75 -193.640500976
0.775 -191.778993533
0.8 -189.413861445
0.825 -186.403629691
0.85 -182.567592457
0.875 -177.670924449
0.9 -171.400898792
0.925 -163.330521648
0.95 -152.86627171
0.975 -139.179322153
1.0 -121.126837459
1.025 -97.1762311028
1.05 -65.3529246737
1.075 -23.2393679239
1.1 31.9575178256
