Vext Jext
-0.075 -202.384227908
-0.05 -202.328962659
-0.025 -202.27053845
0.0 -202.208683387
0.025 -202.143094715
0.05 -202.073432975
0.075 -201.999316905
0.1 -201.920315444
0.125 -201.835941513
0.15 -201.745641137
0.175 -201.64878232
0.2 -201.544639231
0.225 -201.432376808
0.25 -201.311028211
0.275 -201.179466523
0.3 -201.036374106
0.325 -200.880197045
0.35 -200.709094976
0.375 -200.52086971
0.4 -200.31287861
0.425 -200.081922423
0.45 -199.82409415
0.475 -199.534586824
0.5 -199.20743745
0.525 -198.835190091
0.55 -198.408447023
0.575 -197.91528472
0.6 -197.340476376
0.625 -196.664557177
0.65 -195.862343498
0.675 -194.901593127
0.7 -193.741003288
0.725 -192.327981142
0.75 -190.596146396
0.775 -188.462438669
0.8 -185.823611944
0.825 -182.551473306
0.85 -178.485578489
0.875 -173.421066521
0.9 -167.089075409
0.925 -159.126038772
0.95 -149.028661872
0.975 -136.093133382
1.0 -119.342994169
1.025 -97.4550382315
1.05 -68.7006808088
1.075 -30.920905476
1.1 18.4406091661
