Vext Jext
-0.075 -178.125123907
-0.05 -177.483070353
-0.025 -176.811965609
0.0 -176.10989475
0.025 -175.374762825
0.05 -174.604288759
0.075 -173.795998861
0.1 -172.947175502
0.125 -172.054846787
0.15 -171.115744821
0.175 -170.126290193
0.2 -169.082517355
0.225 -167.98003859
0.25 -166.814002335
0.275 -165.57899054
0.3 -164.268950838
0.325 -162.877115427
0.35 -161.3958494
0.375 -159.816529891
0.4 -158.12936916
0.425 -156.323206474
0.45 -154.38525556
0.475 -152.300803804
0.5 -150.052819141
0.525 -147.621529471
0.55 -144.983799988
0.575 -142.112695896
0.6 -138.976427782
0.625 -135.537941229
0.65 -131.752723247
0.675 -127.56904909
0.7 -122.92603706
0.725 -117.752037149
0.75 -111.962886108
0.775 -105.459655129
0.8 -98.1259863108
0.825 -89.8250807243
0.85 -80.3961722027
0.875 -69.6483991751
0.9 -57.3550707343
0.925 -43.2331520181
0.95 -26.9173302667
0.975 -7.93550677964
1.0 14.3068837851
1.025 40.5306511233
1.05 71.5892262637
1.075 108.473232192
1.1 152.320387508
