Vext Jext
-0.075 -202.147878964
-0.05 -202.122403434
-0.025 -202.09512421
0.0 -202.065860808
0.025 -202.034409012
0.05 -202.000536672
0.075 -201.963978937
0.1 -201.924432537
0.125 -201.881548392
0.15 -201.834923414
0.175 -201.784089587
0.2 -201.72850095
0.225 -201.667516743
0.25 -201.600381363
0.275 -201.526198049
0.3 -201.443895166
0.325 -201.352184458
0.35 -201.249504728
0.375 -201.133951003
0.4 -201.00317874
0.425 -200.854279012
0.45 -200.683610971
0.475 -200.486576939
0.5 -200.257318642
0.525 -199.988305704
0.55 -199.669774858
0.575 -199.288974258
0.6 -198.829169398
0.625 -198.268191501
0.65 -197.576715613
0.675 -196.715983401
0.7 -195.634868822
0.725 -194.266327748
0.75 -192.522979096
0.775 -190.291495612
0.8 -187.424988355
0.825 -183.731854754
0.85 -178.958857697
0.875 -172.765192412
0.9 -164.684596484
0.925 -154.071974702
0.95 -140.035581125
0.975 -121.360747321
1.0 -96.4382747264
1.025 -63.2168697882
1.05 -19.2110393351
1.075 38.4162326278
1.1 112.690045599
