Vext Jext
-0.075 -178.091165314
-0.05 -177.50997933
-0.025 -176.903431381
0.0 -176.269860631
0.025 -175.607456818
0.05 -174.914263381
0.075 -174.188131368
0.1 -173.426716584
0.125 -172.627446194
0.15 -171.787512731
0.175 -170.903811613
0.2 -169.972919209
0.225 -168.991067481
0.25 -167.954063466
0.275 -166.857251807
0.3 -165.695436698
0.325 -164.462824829
0.35 -163.152897676
0.375 -161.758320978
0.4 -160.270806129
0.425 -158.680955846
0.45 -156.978055594
0.475 -155.149874351
0.5 -153.182303189
0.525 -151.059264862
0.55 -148.762016633
0.575 -146.268879837
0.6 -143.554719516
0.625 -140.590301023
0.65 -137.341649949
0.675 -133.769040049
0.7 -129.826833349
0.725 -125.462243928
0.75 -120.614509365
0.775 -115.213723965
0.8 -109.179111018
0.825 -102.416558055
0.85 -94.8135839722
0.875 -86.2345507507
0.9 -76.5089974374
0.925 -65.4184748594
0.95 -52.6799231604
0.975 -37.9305117798
1.0 -20.7152549128
1.025 -0.478128203539
1.05 23.4451516485
1.075 51.8388030615
1.1 85.6194291386
