Vext Jext
-0.075 -202.786830726
-0.05 -202.702102723
-0.025 -202.612694833
0.0 -202.518217078
0.025 -202.418235349
0.05 -202.312264338
0.075 -202.199760637
0.1 -202.080113108
0.125 -201.952631981
0.15 -201.816535729
0.175 -201.670935149
0.2 -201.514814013
0.225 -201.347005543
0.25 -201.166162659
0.275 -200.970722605
0.3 -200.758861369
0.325 -200.528437366
0.35 -200.27691854
0.375 -200.001290836
0.4 -199.697943264
0.425 -199.362509529
0.45 -198.989675495
0.475 -198.572918007
0.5 -198.104161131
0.525 -197.57333363
0.55 -196.96777291
0.575 -196.271454999
0.6 -195.464023198
0.625 -194.519422519
0.65 -193.404248543
0.675 -192.07592242
0.7 -190.480150042
0.725 -188.548116088
0.75 -186.193075884
0.775 -183.306022447
0.8 -179.749785295
0.825 -175.349830223
0.85 -169.880167169
0.875 -163.041277446
0.9 -154.427399332
0.925 -143.481287505
0.95 -129.435872777
0.975 -111.247825664
1.0 -87.5312076497
1.025 -56.5056388388
1.05 -15.9839009128
1.075 36.5888995379
1.1 104.014101316
