Vext Jext
-0.075 -205.177606619
-0.05 -205.14727137
-0.025 -205.114827944
0.0 -205.080066055
0.025 -205.042747438
0.05 -205.002601153
0.075 -204.959317892
0.1 -204.912543098
0.125 -204.861868564
0.15 -204.806822129
0.175 -204.746854966
0.2 -204.68132574
0.225 -204.609481007
0.25 -204.530430091
0.275 -204.443113591
0.3 -204.346262931
0.325 -204.238348261
0.35 -204.117510578
0.375 -203.981473137
0.4 -203.82742385
0.425 -203.651859484
0.45 -203.450375204
0.475 -203.21738357
0.5 -202.945729278
0.525 -202.626168401
0.55 -202.246657848
0.575 -201.791391143
0.6 -201.239552066
0.625 -200.563391518
0.65 -199.726213274
0.675 -198.679319455
0.7 -197.358330411
0.725 -195.678567558
0.75 -193.529018531
0.775 -190.764316719
0.8 -187.193215946
0.825 -182.561566661
0.85 -176.526903233
0.875 -168.620487228
0.9 -158.197960506
0.925 -144.372661246
0.95 -125.943306689
0.975 -101.322093546
1.0 -68.4890486177
1.025 -24.9935597947
1.05 31.9683714569
1.075 105.394167917
1.1 198.250936755
