Vext Jext
-0.075 -203.634897113
-0.05 -203.606627974
-0.025 -203.57640524
0.0 -203.544036289
0.025 -203.509302991
0.05 -203.471957926
0.075 -203.431719076
0.1 -203.388263769
0.125 -203.341221267
0.15 -203.290163801
0.175 -203.234594987
0.2 -203.173936613
0.225 -203.107511189
0.25 -203.03451992
0.275 -202.954016114
0.3 -202.864870182
0.325 -202.765724453
0.35 -202.654936673
0.375 -202.530503689
0.4 -202.389963354
0.425 -202.230263698
0.45 -202.047588639
0.475 -201.837124125
0.5 -201.592742647
0.525 -201.306576532
0.55 -200.968437426
0.575 -200.565035984
0.6 -200.078960782
0.625 -199.487173028
0.65 -198.759276876
0.675 -197.855164289
0.7 -196.722060017
0.725 -195.290899543
0.75 -193.471856067
0.775 -191.148616321
0.8 -188.170512774
0.825 -184.340984745
0.85 -179.400019103
0.875 -172.997338621
0.9 -164.653578014
0.925 -153.705608484
0.95 -139.238932257
0.975 -120.011233762
1.0 -94.3827459046
1.025 -60.2737042481
1.05 -15.1746215165
1.075 43.7623342311
1.1 119.556806562
