Vext Jext
-0.075 -200.462537976
-0.05 -200.433967492
-0.025 -200.403362901
0.0 -200.370516782
0.025 -200.33519356
0.05 -200.297124677
0.075 -200.25600247
0.1 -200.211474077
0.125 -200.163131398
0.15 -200.11050105
0.175 -200.053031105
0.2 -199.990074462
0.225 -199.920868027
0.25 -199.844506379
0.275 -199.759908153
0.3 -199.665772173
0.325 -199.560523738
0.35 -199.442238096
0.375 -199.308544725
0.4 -199.15650061
0.425 -198.982414204
0.45 -198.781614379
0.475 -198.548131808
0.5 -198.274261941
0.525 -197.949969081
0.55 -197.562061779
0.575 -197.093095204
0.6 -196.519757037
0.625 -195.810844954
0.65 -194.924559937
0.675 -193.804871469
0.7 -192.376900978
0.725 -190.540890437
0.75 -188.16427791
0.775 -185.070606538
0.8 -181.023585793
0.825 -175.703622743
0.85 -168.673653356
0.875 -159.331979164
0.9 -146.849568795
0.925 -130.099522411
0.95 -107.58205835
0.975 -77.3714071001
1.0 -37.1019359631
1.025 15.9717588499
1.05 84.8298080287
1.075 172.479161038
