Vext Jext
-0.075 -193.174497804
-0.05 -192.920712196
-0.025 -192.654819528
0.0 -192.375939749
0.025 -192.08310595
0.05 -191.775253306
0.075 -191.451206265
0.1 -191.109663647
0.125 -190.749181239
0.15 -190.368151378
0.175 -189.964778896
0.2 -189.537041058
0.225 -189.082697893
0.25 -188.599190226
0.275 -188.0836261
0.3 -187.532717727
0.325 -186.942708443
0.35 -186.309277101
0.375 -185.627465632
0.4 -184.891495721
0.425 -184.094649078
0.45 -183.229050135
0.475 -182.285402843
0.5 -181.252696908
0.525 -180.117801461
0.55 -178.864998499
0.575 -177.475377409
0.6 -175.926110473
0.625 -174.189718059
0.65 -172.232686136
0.675 -170.014708988
0.7 -167.487439111
0.725 -164.593113088
0.75 -161.263268394
0.775 -157.417256684
0.8 -152.959971547
0.825 -147.778506489
0.85 -141.735745561
0.875 -134.659837826
0.9 -126.32729718
0.925 -116.438595344
0.95 -104.586549958
0.975 -90.218081936
1.0 -72.5928824998
1.025 -50.7438989914
1.05 -23.4398583309
1.075 10.8378738616
1.1 53.9065763404
