Vext Jext
-0.075 -175.084136955
-0.05 -174.493770426
-0.025 -173.877115364
0.0 -173.232442398
0.025 -172.557857669
0.05 -171.85130281
0.075 -171.110526629
0.1 -170.333083376
0.125 -169.516278286
0.15 -168.657152222
0.175 -167.752464557
0.2 -166.798624431
0.225 -165.791659515
0.25 -164.727179946
0.275 -163.600285616
0.3 -162.405512923
0.325 -161.136737686
0.35 -159.787095131
0.375 -158.348822928
0.4 -156.813135329
0.425 -155.170040163
0.45 -153.408130028
0.475 -151.514304406
0.5 -149.4734772
0.525 -147.268149436
0.55 -144.878132597
0.575 -142.279743927
0.6 -139.445364127
0.625 -136.342846408
0.65 -132.933937979
0.675 -129.174311551
0.7 -125.01210664
0.725 -120.386826853
0.75 -115.228029112
0.775 -109.45376977
0.8 -102.968521238
0.825 -95.6600766793
0.85 -87.3952126346
0.875 -78.0138398646
0.9 -67.3185465725
0.925 -55.0580452885
0.95 -40.9082510377
0.975 -24.4533436115
1.0 -5.17345026129
1.025 17.5649548295
1.05 44.5182843596
1.075 76.574086138
1.1 114.765785624
