Vext Jext
-0.075 -190.791675519
-0.05 -190.178286807
-0.025 -189.527705933
0.0 -188.83684275
0.025 -188.102281742
0.05 -187.320244737
0.075 -186.48653854
0.1 -185.596512521
0.125 -184.644995167
0.15 -183.626220499
0.175 -182.533761939
0.2 -181.360440413
0.225 -180.098218187
0.25 -178.738098887
0.275 -177.26999583
0.3 -175.682581701
0.325 -173.963147459
0.35 -172.097408097
0.375 -170.069328636
0.4 -167.860912866
0.425 -165.451976663
0.45 -162.819943693
0.475 -159.93961728
0.5 -156.782959738
0.525 -153.318928507
0.55 -149.513318228
0.575 -145.328662244
0.6 -140.724175752
0.625 -135.656251784
0.65 -130.076829727
0.675 -123.935616538
0.7 -117.179097358
0.725 -109.750737865
0.75 -101.591200306
0.775 -92.6386485538
0.8 -82.8295246365
0.825 -72.0991066586
0.85 -60.3836249829
0.875 -47.6222260134
0.9 -33.7580619483
0.925 -18.7393210871
0.95 -2.52038660534
0.975 14.9385920419
1.0 33.6729223466
1.025 53.7155375984
1.05 75.0972198472
1.075 97.8484390873
1.1 122.000974061
