Vext Jext
-0.075 -190.436005604
-0.05 -189.9270837
-0.025 -189.387165083
0.0 -188.813679409
0.025 -188.203784554
0.05 -187.554335276
0.075 -186.861838203
0.1 -186.122416402
0.125 -185.331754841
0.15 -184.485036497
0.175 -183.576888128
0.2 -182.601290655
0.225 -181.551504273
0.25 -180.419965494
0.275 -179.198167469
0.3 -177.876548178
0.325 -176.444329967
0.35 -174.889378128
0.375 -173.198005944
0.4 -171.354802644
0.425 -169.342408122
0.45 -167.14132185
0.475 -164.729666765
0.5 -162.083010706
0.525 -159.174163633
0.55 -155.973069659
0.575 -152.446718273
0.6 -148.559125601
0.625 -144.271480732
0.65 -139.542745355
0.675 -134.32807563
0.7 -128.581311039
0.725 -122.253788316
0.75 -115.294245312
0.775 -107.648646063
0.8 -99.2587881826
0.825 -90.0633019662
0.85 -79.9964794382
0.875 -68.9896368855
0.9 -56.9727730264
0.925 -43.8773175662
0.95 -29.6400748394
0.975 -14.2041404231
1.0 2.47767674173
1.025 20.4454948298
1.05 39.7315390989
1.075 60.3636271359
1.1 82.3683977214
