Vext Jext
-0.075 -201.87146577
-0.05 -201.832847157
-0.025 -201.791519383
0.0 -201.747217112
0.025 -201.699640878
0.05 -201.648451047
0.075 -201.593261842
0.1 -201.533633052
0.125 -201.469059907
0.15 -201.39896208
0.175 -201.322668998
0.2 -201.239401627
0.225 -201.148251515
0.25 -201.048153236
0.275 -200.937849588
0.3 -200.815850027
0.325 -200.680374426
0.35 -200.529285054
0.375 -200.359995132
0.4 -200.169353042
0.425 -199.953491488
0.45 -199.70762648
0.475 -199.425795859
0.5 -199.100511465
0.525 -198.722298441
0.55 -198.279085853
0.575 -197.755400681
0.6 -197.131322009
0.625 -196.381202617
0.65 -195.471744232
0.675 -194.360244666
0.7 -192.99211693
0.725 -191.298307295
0.75 -189.192570004
0.775 -186.568687265
0.8 -183.297135777
0.825 -179.220752474
0.85 -174.147423475
0.875 -167.837802373
0.9 -159.98531573
0.925 -150.186708535
0.95 -137.902641261
0.975 -122.413910719
1.0 -102.781479537
1.025 -77.8254232855
1.05 -46.1354725724
1.075 -6.11643246234
1.1 43.9236157094
