Vext Jext
-0.075 -184.560580221
-0.05 -183.850037565
-0.025 -183.098748954
0.0 -182.303556411
0.025 -181.461003402
0.05 -180.567296272
0.075 -179.618260096
0.1 -178.609307408
0.125 -177.535385769
0.15 -176.390917803
0.175 -175.169754205
0.2 -173.865102534
0.225 -172.469446344
0.25 -170.974478244
0.275 -169.371005362
0.3 -167.6488437
0.325 -165.796729557
0.35 -163.8022012
0.375 -161.65147094
0.4 -159.329325614
0.425 -156.818979689
0.45 -154.101977024
0.475 -151.158071087
0.5 -147.965115135
0.525 -144.499003756
0.55 -140.733611361
0.575 -136.64075704
0.6 -132.190179779
0.625 -127.349624672
0.65 -122.085433968
0.675 -116.360366238
0.7 -110.136512411
0.725 -103.373744802
0.75 -96.0299824462
0.775 -88.0611560702
0.8 -79.4209117852
0.825 -70.0629592571
0.85 -59.9404275899
0.875 -49.0068558396
0.9 -37.2181033029
0.925 -24.5328047896
0.95 -10.9123163257
0.975 3.67828301345
1.0 19.2715547222
1.025 35.899069548
1.05 53.5913931995
1.075 72.3792462355
1.1 92.2945176411
