Vext Jext
-0.075 -195.340300894
-0.05 -194.832177886
-0.025 -194.292182414
0.0 -193.717551297
0.025 -193.105219803
0.05 -192.451776755
0.075 -191.753420674
0.1 -191.005899985
0.125 -190.204460187
0.15 -189.343768754
0.175 -188.41782671
0.2 -187.419885766
0.225 -186.342324529
0.25 -185.176533725
0.275 -183.912766297
0.3 -182.539962544
0.325 -181.045575218
0.35 -179.415335368
0.375 -177.633028635
0.4 -175.680206896
0.425 -173.535915888
0.45 -171.176361547
0.475 -168.57461006
0.5 -165.700244233
0.525 -162.519089066
0.55 -158.992929207
0.575 -155.079339718
0.6 -150.731598145
0.625 -145.899035289
0.65 -140.525485101
0.675 -134.551596549
0.7 -127.913673192
0.725 -120.543890522
0.75 -112.370243037
0.775 -103.316593815
0.8 -93.3035067097
0.825 -82.2478993681
0.85 -70.0662602911
0.875 -56.6772427007
0.9 -42.0039075697
0.925 -25.9762861628
0.95 -8.5338957736
0.975 10.3736006018
1.0 30.7884474255
1.025 52.7453677116
1.05 76.2745392654
1.075 101.404892851
1.1 128.164044416
