Vext Jext
-0.075 -186.21863318
-0.05 -185.452100183
-0.025 -184.641208002
0.0 -183.78247074
0.025 -182.872068674
0.05 -181.90580329
0.075 -180.879058358
0.1 -179.78674344
0.125 -178.623252864
0.15 -177.382400264
0.175 -176.057344303
0.2 -174.640527652
0.225 -173.123585979
0.25 -171.497261604
0.275 -169.751291979
0.3 -167.874316681
0.325 -165.853751814
0.35 -163.675653465
0.375 -161.324601863
0.4 -158.783551398
0.425 -156.033696187
0.45 -153.054317242
0.475 -149.82267133
0.5 -146.313858417
0.525 -142.500724148
0.55 -138.353783559
0.575 -133.841186948
0.6 -128.928677272
0.625 -123.58010661
0.65 -117.755753965
0.675 -111.414594515
0.7 -104.513310898
0.725 -97.0065818893
0.75 -88.8474494958
0.775 -79.9876705479
0.8 -70.3786718568
0.825 -59.9718260791
0.85 -48.719323739
0.875 -36.5758931806
0.9 -23.4988517386
0.925 -9.44781584335
0.95 5.61507416586
0.975 21.725951737
1.0 38.9194735531
1.025 57.2297543909
1.05 76.6913344891
1.075 97.3383404937
1.1 119.203975419
