Vext Jext
-0.075 -204.914310829
-0.05 -204.868845197
-0.025 -204.820164234
0.0 -204.767947542
0.025 -204.711832399
0.05 -204.651406817
0.075 -204.586201286
0.1 -204.515678041
0.125 -204.43921952
0.15 -204.35611281
0.175 -204.265531447
0.2 -204.166511848
0.225 -204.05792597
0.25 -203.938445414
0.275 -203.806495895
0.3 -203.660202175
0.325 -203.497313788
0.35 -203.315114007
0.375 -203.110297474
0.4 -202.878814218
0.425 -202.615663473
0.45 -202.314622061
0.475 -201.967884717
0.5 -201.565586505
0.525 -201.09516917
0.55 -200.540538902
0.575 -199.880966805
0.6 -199.089703367
0.625 -198.13201399
0.65 -196.963033746
0.675 -195.525127813
0.7 -193.744735625
0.725 -191.52895036
0.75 -188.761678307
0.775 -185.299006411
0.8 -180.962928647
0.825 -175.53188929
0.85 -168.72578304
0.875 -160.184674163
0.9 -149.438976796
0.925 -135.8747299
0.95 -118.698287627
0.975 -96.9114241668
1.0 -69.3077179317
1.025 -34.498726486
1.05 9.02698240001
1.075 62.8119744279
1.1 128.33064308
