Vext Jext
-0.075 -189.958515162
-0.05 -189.31817548
-0.025 -188.639857751
0.0 -187.920493745
0.025 -187.156708972
0.05 -186.344780014
0.075 -185.480596043
0.1 -184.559603818
0.125 -183.576765334
0.15 -182.52649255
0.175 -181.402571971
0.2 -180.198102514
0.225 -178.905392275
0.25 -177.515875731
0.275 -176.020000289
0.3 -174.40709765
0.325 -172.665269202
0.35 -170.781221971
0.375 -168.740131113
0.4 -166.525469951
0.425 -164.11883009
0.45 -161.499773571
0.475 -158.645644135
0.5 -155.531439655
0.525 -152.129678433
0.55 -148.410295325
0.575 -144.340636827
0.6 -139.885340822
0.625 -135.006812705
0.65 -129.664344155
0.675 -123.814764227
0.7 -117.412765236
0.725 -110.410480901
0.75 -102.757533037
0.775 -94.4009612257
0.8 -85.2857654773
0.825 -75.3550455555
0.85 -64.5521663766
0.875 -52.8215106638
0.9 -40.1094057139
0.925 -26.3672115482
0.95 -11.550756456
0.975 4.37894976482
1.0 21.4565952475
1.025 39.7140509384
1.05 59.1811726577
1.075 79.8876314585
1.1 101.863577653
