Vext Jext
-0.075 -201.310617793
-0.05 -201.174380398
-0.025 -201.028775125
0.0 -200.872899979
0.025 -200.705739291
0.05 -200.526144221
0.075 -200.332813528
0.1 -200.124266637
0.125 -199.898813796
0.15 -199.654517071
0.175 -199.389149097
0.2 -199.100134702
0.225 -198.784487867
0.25 -198.438729056
0.275 -198.058782199
0.3 -197.639855124
0.325 -197.176279822
0.35 -196.661321346
0.375 -196.086938901
0.4 -195.44347796
0.425 -194.719293801
0.45 -193.900273994
0.475 -192.969250214
0.5 -191.905257761
0.525 -190.682646032
0.55 -189.269999009
0.575 -187.6288978
0.6 -185.712528009
0.625 -183.464452766
0.65 -180.816383089
0.675 -177.688115264
0.7 -173.986112892
0.725 -169.603132441
0.75 -164.41788373
0.775 -158.29396179
0.8 -151.077396462
0.825 -142.59181136
0.85 -132.631075117
0.875 -120.951317774
0.9 -107.26342355
0.925 -91.2319482682
0.95 -72.4813189569
0.975 -50.6119612518
1.0 -25.2248854363
1.025 4.05620535354
1.05 37.5618602939
1.075 75.5628719402
1.1 118.268455008
