Vext Jext
-0.075 -202.555536317
-0.05 -202.47500686
-0.025 -202.388888892
0.0 -202.296642046
0.025 -202.197656509
0.05 -202.091243416
0.075 -201.976621222
0.1 -201.852899179
0.125 -201.719060028
0.15 -201.573936619
0.175 -201.416183173
0.2 -201.244243281
0.225 -201.056307679
0.25 -200.850261598
0.275 -200.623623853
0.3 -200.373464103
0.325 -200.096306445
0.35 -199.788000284
0.375 -199.443561765
0.4 -199.056971953
0.425 -198.620913114
0.45 -198.126437101
0.475 -197.562536589
0.5 -196.915596479
0.525 -196.168694576
0.55 -195.300718421
0.575 -194.285267192
0.6 -193.089319998
0.625 -191.671793169
0.65 -189.981392343
0.675 -187.955308642
0.7 -185.517360761
0.725 -182.576651602
0.75 -179.026687006
0.775 -174.744699709
0.8 -169.590420382
0.825 -163.40340039
0.85 -155.996718354
0.875 -147.146149857
0.9 -136.57483533
0.925 -123.933665381
0.95 -108.784309598
0.975 -90.5902786505
1.0 -68.7233832582
1.025 -42.5048754895
1.05 -11.180237481
1.075 25.9422013036
1.1 69.5066063687
