Vext Jext
-0.075 -195.125374303
-0.05 -194.860505499
-0.025 -194.577739013
0.0 -194.275373851
0.025 -193.951498136
0.05 -193.603956911
0.075 -193.23031486
0.1 -192.827808129
0.125 -192.393294928
0.15 -191.923189855
0.175 -191.413384048
0.2 -190.85915929
0.225 -190.255070011
0.25 -189.594816465
0.275 -188.87107464
0.3 -188.07530761
0.325 -187.197517233
0.35 -186.225963787
0.375 -185.146804399
0.4 -183.943673023
0.425 -182.597166301
0.45 -181.084243055
0.475 -179.377499802
0.5 -177.444357806
0.525 -175.246144563
0.55 -172.737108861
0.575 -169.863417048
0.6 -166.562502065
0.625 -162.761324493
0.65 -158.376901759
0.675 -153.315500936
0.7 -147.472532161
0.725 -140.732250384
0.75 -132.967175513
0.775 -124.037197532
0.8 -113.788500234
0.825 -102.053414573
0.85 -88.6517307484
0.875 -73.394651906
0.9 -56.0940107382
0.925 -36.5702412138
0.95 -14.6612342221
0.975 9.77010774897
1.0 36.8328079001
1.025 66.6089587245
1.05 99.1566461993
1.075 134.516280042
1.1 172.718433538
