Vext Jext
-0.075 -181.625024555
-0.05 -180.682092349
-0.025 -179.69015255
0.0 -178.645866683
0.025 -177.545615325
0.05 -176.385487473
0.075 -175.161247419
0.1 -173.868297605
0.125 -172.501661935
0.15 -171.055945347
0.175 -169.52528878
0.2 -167.903346218
0.225 -166.183376452
0.25 -164.357648269
0.275 -162.418201329
0.3 -160.356283724
0.325 -158.162415452
0.35 -155.826362813
0.375 -153.337084554
0.4 -150.682677979
0.425 -147.850361672
0.45 -144.826433478
0.475 -141.596233093
0.5 -138.144146824
0.525 -134.453584071
0.55 -130.506993584
0.575 -126.285805943
0.6 -121.770522485
0.625 -116.940650491
0.65 -111.775040254
0.675 -106.250861719
0.7 -100.344245675
0.725 -94.030493119
0.75 -87.2834753088
0.775 -80.0754786501
0.8 -72.3777289761
0.825 -64.1606018037
0.85 -55.393459689
0.875 -46.0456615727
0.9 -36.0866033522
0.925 -25.4864735469
0.95 -14.2160800928
0.975 -2.24678241023
1.0 10.4499387082
1.025 23.90319601
1.05 38.1425694807
1.075 53.1989664225
1.1 69.1033587741
