Vext Jext
-0.075 -173.142822161
-0.05 -172.066067246
-0.025 -170.93633079
0.0 -169.750226373
0.025 -168.504109726
0.05 -167.19406327
0.075 -165.815862744
0.1 -164.364969916
0.125 -162.83649972
0.15 -161.22518441
0.175 -159.525361654
0.2 -157.730933877
0.225 -155.835342628
0.25 -153.831522864
0.275 -151.711887973
0.3 -149.468286323
0.325 -147.091955903
0.35 -144.573508164
0.375 -141.902880784
0.4 -139.069306368
0.425 -136.061283094
0.45 -132.866528219
0.475 -129.471969285
0.5 -125.863700639
0.525 -122.026957836
0.55 -117.946112727
0.575 -113.604540408
0.6 -108.984743798
0.625 -104.068194167
0.65 -98.8358368853
0.675 -93.2664259632
0.7 -87.3382482932
0.725 -81.028609853
0.75 -74.313410371
0.775 -67.1675066443
0.8 -59.5646015081
0.825 -51.4780893191
0.85 -42.8803796733
0.875 -33.7427892272
0.9 -24.0361517442
0.925 -13.7301679323
0.95 -2.79324836731
0.975 8.80720174463
1.0 21.1054916367
1.025 34.1370687848
1.05 47.9377211223
1.075 62.543392074
1.1 77.9891281706
