Vext Jext
-0.075 -195.157860223
-0.05 -194.70254995
-0.025 -194.218049487
0.0 -193.701756248
0.025 -193.150773514
0.05 -192.561865548
0.075 -191.931412335
0.1 -191.255349036
0.125 -190.529109622
0.15 -189.747544246
0.175 -188.904845245
0.2 -187.994429748
0.225 -187.008825768
0.25 -185.93954067
0.275 -184.776896213
0.3 -183.509834068
0.325 -182.125713037
0.35 -180.610042329
0.375 -178.946212879
0.4 -177.115155339
0.425 -175.094998735
0.45 -172.860657817
0.475 -170.383420421
0.5 -167.630524112
0.525 -164.564714022
0.55 -161.143878489
0.575 -157.320727077
0.6 -153.042787445
0.625 -148.25179254
0.65 -142.883771103
0.675 -136.869808262
0.7 -130.135638279
0.725 -122.601639092
0.75 -114.183003977
0.775 -104.789954731
0.8 -94.3280318795
0.825 -82.7004443337
0.85 -69.8073848957
0.875 -55.5539095563
0.9 -39.8502747176
0.925 -22.6161971453
0.95 -3.78301246906
0.975 16.7059212744
1.0 38.8958082898
1.025 62.82311189
1.05 88.5193737625
1.075 116.012754365
1.1 145.329342662
