Vext Jext
-0.075 -198.511629658
-0.05 -198.39298326
-0.025 -198.266050645
0.0 -198.130014324
0.025 -197.983950278
0.05 -197.826810801
0.075 -197.657403814
0.1 -197.474368334
0.125 -197.276143099
0.15 -197.060931987
0.175 -196.82665844
0.2 -196.570911705
0.225 -196.29087779
0.25 -195.983259588
0.275 -195.64416949
0.3 -195.269003801
0.325 -194.85227587
0.35 -194.387411269
0.375 -193.866488685
0.4 -193.279902358
0.425 -192.615939999
0.45 -191.860240184
0.475 -190.995102502
0.5 -189.998616164
0.525 -188.843561795
0.55 -187.496072995
0.575 -185.914014237
0.6 -184.045268582
0.625 -181.825116555
0.65 -179.174736344
0.675 -175.998851949
0.7 -172.183907021
0.725 -167.596325895
0.75 -162.080477035
0.775 -155.455723928
0.8 -147.511581099
0.825 -138.000664057
0.85 -126.629569854
0.875 -113.052789351
0.9 -96.8700977507
0.925 -77.6320979678
0.95 -54.8581822521
0.975 -28.0585636628
1.0 3.23346955596
1.025 39.4392321073
1.05 80.9104674114
1.075 127.923530624
1.1 180.679149608
