Vext Jext
-0.075 -186.580603411
-0.05 -185.98885043
-0.025 -185.360878156
0.0 -184.693636426
0.025 -183.983748841
0.05 -183.227474568
0.075 -182.420650471
0.1 -181.558664473
0.125 -180.63636511
0.15 -179.648001686
0.175 -178.58715124
0.2 -177.446622636
0.225 -176.218345828
0.25 -174.893264999
0.275 -173.461199256
0.3 -171.910682984
0.325 -170.228808808
0.35 -168.401032003
0.375 -166.410951784
0.4 -164.240099519
0.425 -161.867688691
0.45 -159.270350119
0.475 -156.421894062
0.5 -153.293052785
0.525 -149.851240723
0.55 -146.060383963
0.575 -141.880766449
0.6 -137.268974868
0.625 -132.178415258
0.65 -126.557330395
0.675 -120.351697193
0.7 -113.503798361
0.725 -105.952770734
0.75 -97.6348287234
0.775 -88.4841776528
0.8 -78.4335813361
0.825 -67.4157987622
0.85 -55.364154719
0.875 -42.2168589301
0.9 -27.9161410873
0.925 -12.4104839138
0.95 4.34597469593
0.975 22.3937584851
1.0 41.7688434302
1.025 62.5044411612
1.05 84.6331506231
1.075 108.186452596
1.1 133.19597787
