Vext Jext
-0.075 -195.608712798
-0.05 -195.170680169
-0.025 -194.704431114
0.0 -194.207435388
0.025 -193.67687457
0.05 -193.109597851
0.075 -192.502077116
0.1 -191.850347098
0.125 -191.149948999
0.15 -190.395853062
0.175 -189.582366529
0.2 -188.703042259
0.225 -187.750548057
0.25 -186.716529974
0.275 -185.591474897
0.3 -184.364472059
0.325 -183.023032415
0.35 -181.552810889
0.375 -179.937329235
0.4 -178.157626376
0.425 -176.191890088
0.45 -174.015051727
0.475 -171.598325624
0.5 -168.90877096
0.525 -165.908815421
0.55 -162.55586061
0.575 -158.801907572
0.6 -154.593565549
0.625 -149.871340854
0.65 -144.56980656
0.675 -138.618299503
0.7 -131.940488188
0.725 -124.454385221
0.75 -116.072460758
0.775 -106.701721905
0.8 -96.2440203848
0.825 -84.5981367866
0.85 -71.6593249733
0.875 -57.3272061229
0.9 -41.5064672353
0.925 -24.1115077018
0.95 -5.06900565929
0.975 15.6813715569
1.0 38.1873966748
1.025 62.4870120088
1.05 88.6123216831
1.075 116.590664171
1.1 146.449850863
