Vext Jext
-0.0832998517869 -200.964934306
-0.0582957239369 -200.864986367
-0.0332913572201 -200.759254725
-0.00828672799255 -200.64716689
0.0167181904536 -200.528076184
0.0417234284234 -200.401248828
0.0667290204196 -200.265849404
0.09173500586 -200.120923487
0.116741430004 -199.965375216
0.141748344962 -199.797942803
0.166755811038 -199.617166161
0.191763898379 -199.421346757
0.216772688906 -199.208501065
0.241782278817 -198.976299819
0.266792781757 -198.721991358
0.291804332606 -198.442309788
0.316817092573 -198.13335175
0.34183125535 -197.790427363
0.366847055327 -197.407861338
0.3918647779 -196.978743341
0.416884772912 -196.494602613
0.441907472037 -195.944987004
0.466933411316 -195.316917283
0.491963260329 -194.594180896
0.516997859699 -193.756423756
0.54203826913 -192.777987175
0.567085827191 -191.626460264
0.592142220946 -190.260994045
0.617209584728 -188.629909734
0.64229058739 -186.668586209
0.667388535486 -184.296961592
0.692507480882 -181.416927791
0.717652320927 -177.909904908
0.74282890155 -173.634345033
0.768044153663 -168.422429465
0.793306296397 -162.075147768
0.818625182173 -154.353942531
0.844012810559 -144.968267331
0.86948390433 -133.561638507
0.895056562871 -119.695814255
0.920752682376 -102.840620436
0.946597919339 -82.3748344076
0.972620997372 -57.6029692017
0.998852482582 -27.7849253643
1.02532299595 7.82072514834
1.0520612943 49.9102736684
1.07909279212 99.099082897
1.10643830568 155.89117873
