Vext Jext
-0.0781108533272 -198.174825848
-0.0530687131605 -198.01758642
-0.0280238591481 -197.850220702
-0.00297601948713 -197.671714504
0.0220751136582 -197.480919186
0.047129889405 -197.276532071
0.0721887053963 -197.057069417
0.0972520166194 -196.82083351
0.122320344851 -196.565877422
0.147394291237 -196.289958069
0.172474551798 -195.990478365
0.197561934702 -195.664422755
0.222657384018 -195.308268591
0.247762006246 -194.917887142
0.272877106153 -194.488409876
0.298004228184 -194.014073939
0.323145211346 -193.488017364
0.348302255623 -192.902031259
0.373478005022 -192.246249918
0.398675653999 -191.508753735
0.423899077442 -190.675084173
0.449152993316 -189.72763688
0.474443161958 -188.644918068
0.499776626495 -187.400647407
0.52516199555 -185.962703172
0.550609762395 -184.291931361
0.576132613908 -182.340992882
0.601745871831 -180.052717049
0.627467679078 -177.359406424
0.653319183396 -174.182151506
0.679324610442 -170.430558053
0.705511184403 -166.003043274
0.731909012944 -160.787265133
0.758551211161 -154.659659846
0.785474480601 -147.48328134
0.812720459843 -139.102761778
0.840338068859 -129.335563959
0.86838638038 -117.961267237
0.896937505404 -104.710800733
0.926078215047 -89.2603916174
0.955908882817 -71.2355118785
0.986539640642 -50.2252214864
1.01808345822 -25.8079917
1.05064862007 2.42022414657
1.08433187002 34.8204105385
1.11921401355 71.6940804095
