Vext Jext
-0.0930602716637 -199.833854535
-0.0678696145559 -199.607151672
-0.0426689012388 -199.368491366
-0.0174569049859 -199.116414965
0.00776779941662 -198.849227804
0.0330068747005 -198.564952794
0.0582622724657 -198.261269363
0.083536294904 -197.935440067
0.108831673537 -197.58421696
0.134151667929 -197.203724222
0.159500193902 -196.789305705
0.184881985213 -196.335332684
0.210302803311 -195.834954446
0.235769709171 -195.279775065
0.261291415533 -194.659434562
0.286878748859 -193.961059621
0.312545248186 -193.168551503
0.338307941461 -192.261662948
0.364188355855 -191.214796843
0.390213797576 -189.995484452
0.416418914528 -188.562527316
0.442847695141 -186.863620522
0.469555894085 -184.832468389
0.496613265585 -182.386128912
0.524106489037 -179.421535033
0.552141971734 -175.812162029
0.580848804057 -171.404513607
0.610382375326 -166.013822443
0.640929195251 -159.41831718
0.672714033774 -151.350732731
0.706009233746 -141.487236925
0.741145371268 -129.434754735
0.778521534665 -114.718745939
0.818608237362 -96.7797415429
0.861941589391 -74.9802742079
0.909106487826 -48.6248658433
0.960707651733 -16.9944688078
1.01733452799 20.6118049856
1.07952596891 64.8346836008
1.14774263744 116.221923229
1.22234834462 175.206117268
