Vext Jext
-0.075 -200.626446134
-0.05 -200.476022458
-0.025 -200.316506134
0.0 -200.147073672
0.025 -199.966798036
0.05 -199.774631773
0.075 -199.569386736
0.1 -199.349708797
0.125 -199.114051076
0.15 -198.860633241
0.175 -198.587399466
0.2 -198.29196228
0.225 -197.971533357
0.25 -197.622836551
0.275 -197.241997808
0.3 -196.824403102
0.325 -196.364524032
0.35 -195.855675097
0.375 -195.289713757
0.4 -194.656637275
0.425 -193.944050692
0.45 -193.136458678
0.475 -192.214319691
0.5 -191.152781895
0.525 -189.920003993
0.55 -188.474946155
0.575 -186.764590278
0.6 -184.720303497
0.625 -182.252487524
0.65 -179.247262693
0.675 -175.560151993
0.7 -171.010255011
0.725 -165.372051058
0.75 -158.359841546
0.775 -149.591302325
0.8 -138.505258361
0.825 -124.191007743
0.85 -105.065349334
0.875 -78.3249261894
0.9 -39.1730613364
0.925 19.9768161419
