Vext Jext
-0.075 -200.367697561
-0.05 -200.191160127
-0.025 -200.002489934
0.0 -199.800501112
0.025 -199.583852913
0.05 -199.351026864
0.075 -199.100296655
0.1 -198.829691801
0.125 -198.536957438
0.15 -198.219498246
0.175 -197.874317533
0.2 -197.497938909
0.225 -197.086310568
0.25 -196.634686839
0.275 -196.137480824
0.3 -195.588081293
0.325 -194.978617701
0.35 -194.299673878
0.375 -193.539900531
0.4 -192.685594287
0.425 -191.720042597
0.45 -190.622806363
0.475 -189.368760993
0.5 -187.926924932
0.525 -186.258996064
0.55 -184.317642006
0.575 -182.044509337
0.6 -179.368415494
0.625 -176.201984935
0.65 -172.441220481
0.675 -167.963008561
0.7 -162.62391801
0.725 -156.257853293
0.75 -148.672914748
0.775 -139.644747841
0.8 -128.90776463
0.825 -116.146014197
0.85 -100.989728178
0.875 -83.0226542528
0.9 -61.802241083
0.925 -36.8899485456
0.95 -7.88291360467
0.975 25.5647443816
