Vext Jext
-0.075 -203.121343369
-0.05 -203.070161332
-0.025 -203.015713679
0.0 -202.957698396
0.025 -202.895775972
0.05 -202.829563525
0.075 -202.758627803
0.1 -202.682476806
0.125 -202.600549712
0.15 -202.512204675
0.175 -202.416703977
0.2 -202.313195821
0.225 -202.200691873
0.25 -202.078039322
0.275 -201.943885858
0.3 -201.796635366
0.325 -201.634391342
0.35 -201.45488386
0.375 -201.255374206
0.4 -201.032528762
0.425 -200.78224985
0.45 -200.49944524
0.475 -200.177708461
0.5 -199.80886637
0.525 -199.382323876
0.55 -198.884095858
0.575 -198.295300607
0.6 -197.589756865
0.625 -196.730102276
0.65 -195.661219071
0.675 -194.296910533
0.7 -192.49718207
0.725 -190.021782454
0.75 -186.437544187
0.775 -180.934921126
0.8 -171.982171235
0.825 -156.749538557
0.85 -130.361791001
0.875 -85.3640491909
0.9 -12.0045609219
