Vext Jext
-0.075 -187.970840555
-0.05 -187.343230292
-0.025 -186.675461935
0.0 -185.96375566
0.025 -185.203885718
0.05 -184.391124717
0.075 -183.520172376
0.1 -182.585104098
0.125 -181.579215962
0.15 -180.495117855
0.175 -179.324452491
0.2 -178.05790399
0.225 -176.685113404
0.25 -175.194594161
0.275 -173.573679038
0.3 -171.808518375
0.325 -169.884061515
0.35 -167.784163744
0.375 -165.491692626
0.4 -162.988718328
0.425 -160.256745578
0.45 -157.276965194
0.475 -154.030758598
0.5 -150.500072502
0.525 -146.66407937
0.55 -142.504352937
0.575 -138.001107573
0.6 -133.132411951
0.625 -127.872561712
0.65 -122.189300297
0.675 -116.039802418
0.7 -109.363754013
0.725 -102.07244334
0.75 -94.0285226264
0.775 -85.0123389664
0.8 -74.6598038982
0.825 -62.3640280869
0.85 -47.1284445171
0.875 -27.4101649356
0.9 -1.06236519778
0.925 34.4544069444
