Vext Jext
-0.075 -203.130349235
-0.05 -203.076140556
-0.025 -203.017995423
0.0 -202.955501755
0.025 -202.888190579
0.05 -202.815526449
0.075 -202.736894822
0.1 -202.651588842
0.125 -202.55879105
0.15 -202.457551979
0.175 -202.346763444
0.2 -202.225125517
0.225 -202.091103725
0.25 -201.942877592
0.275 -201.778272184
0.3 -201.594671378
0.325 -201.388904813
0.35 -201.157099767
0.375 -200.894482966
0.4 -200.595118228
0.425 -200.251547012
0.45 -199.85429729
0.475 -199.391202087
0.5 -198.8464447
0.525 -198.199227895
0.55 -197.421788283
0.575 -196.476735209
0.6 -195.313350457
0.625 -193.861459373
0.65 -192.024462647
0.675 -189.669452149
0.7 -186.614530868
0.725 -182.613841796
0.75 -177.339751322
0.775 -170.357635478
0.8 -161.084849957
0.825 -148.718934291
0.85 -132.12658879
0.875 -109.726303424
0.9 -79.434821393
0.925 -38.7770663773
0.95 14.8274092502
