Vext Jext
-0.075 -173.604519663
-0.05 -172.398085287
-0.025 -171.122340026
0.0 -169.772797497
0.025 -168.344749741
0.05 -166.833254483
0.075 -165.233135627
0.1 -163.538983939
0.125 -161.7451374
0.15 -159.845682235
0.175 -157.834425873
0.2 -155.704878572
0.225 -153.450228076
0.25 -151.063293497
0.275 -148.536482809
0.3 -145.861739633
0.325 -143.030468359
0.35 -140.033457779
0.375 -136.860782833
0.4 -133.501685453
0.425 -129.944429994
0.45 -126.176108878
0.475 -122.182477353
0.5 -117.947326049
0.525 -113.452343058
0.55 -108.676379682
0.575 -103.594752582
0.6 -98.1781793526
0.625 -92.3875312425
0.65 -86.1768165162
0.675 -79.4861644372
0.7 -72.2373066356
0.725 -64.326548041
0.75 -55.6164744322
0.775 -45.9266187306
0.8 -35.0261527848
0.825 -22.6332713642
0.85 -8.42538752958
0.875 7.93457916144
0.9 26.7641626873
