Vext Jext
-0.075 -204.189119218
-0.05 -204.184472554
-0.025 -204.179524772
0.0 -204.174247923
0.025 -204.168610558
0.05 -204.162577142
0.075 -204.156107473
0.1 -204.149155741
0.125 -204.141669628
0.15 -204.133589088
0.175 -204.124844873
0.2 -204.115356713
0.225 -204.105031037
0.25 -204.093758075
0.275 -204.081408378
0.3 -204.067827942
0.325 -204.05283232
0.35 -204.036198675
0.375 -204.017655295
0.4 -203.996867408
0.425 -203.973418183
0.45 -203.946781645
0.475 -203.916285204
0.5 -203.881055384
0.525 -203.83993824
0.55 -203.791379764
0.575 -203.733243071
0.6 -203.662518418
0.625 -203.574875068
0.65 -203.463826144
0.675 -203.319466608
0.7 -203.126140392
0.725 -202.858318196
0.75 -202.473141245
0.775 -201.896815643
0.8 -200.99957957
0.825 -199.549237799
0.85 -197.122456179
0.875 -192.930355193
0.9 -185.466265256
0.925 -171.796758353
0.95 -146.196479968
0.975 -97.7130707481
1.0 -6.36517410385
