Vext Jext
-0.075 -203.463185067
-0.05 -203.427578641
-0.025 -203.389801991
0.0 -203.349664753
0.025 -203.306953924
0.05 -203.261430422
0.075 -203.212824987
0.1 -203.160833287
0.125 -203.105110055
0.15 -203.045261989
0.175 -202.980839142
0.2 -202.911324381
0.225 -202.836120402
0.25 -202.754533604
0.275 -202.665753674
0.3 -202.568828956
0.325 -202.462632666
0.35 -202.345821722
0.375 -202.216781792
0.4 -202.073554899
0.425 -201.91374232
0.45 -201.734372219
0.475 -201.531715862
0.5 -201.301027026
0.525 -201.036163331
0.55 -200.72901992
0.575 -200.368659717
0.6 -199.939879642
0.625 -199.42084888
0.65 -198.779055739
0.675 -197.962786364
0.7 -196.885912479
0.725 -195.395128374
0.75 -193.200201317
0.775 -189.723017686
0.8 -183.775430622
0.825 -172.905882597
0.85 -152.212322251
0.875 -112.559967242
0.9 -38.6277467283
