Vext Jext
-0.075 -175.952512931
-0.05 -174.984314103
-0.025 -173.961584672
0.0 -172.88011395
0.025 -171.735338047
0.05 -170.522296445
0.075 -169.235604523
0.1 -167.8694211
0.125 -166.417440839
0.15 -164.872836731
0.175 -163.228281597
0.2 -161.475891748
0.225 -159.607258621
0.25 -157.613429823
0.275 -155.484933202
0.3 -153.211765179
0.325 -150.783461704
0.35 -148.189096406
0.375 -145.417308344
0.4 -142.456293436
0.425 -139.293815271
0.45 -135.917047967
0.475 -132.312441094
0.5 -128.465390792
0.525 -124.361943216
0.55 -119.979989583
0.575 -115.299088383
0.6 -110.292648098
0.625 -104.926741879
0.65 -99.1558992948
0.675 -92.917201824
0.7 -86.1198482977
0.725 -78.627445829
0.75 -70.2272079784
0.775 -60.5772358021
0.8 -49.1237519428
0.825 -34.9840917365
0.85 -16.8213919403
0.875 7.20392649414
