Vext Jext
-0.075 -193.172117143
-0.05 -192.643524081
-0.025 -192.075137083
0.0 -191.463002268
0.025 -190.802721994
0.05 -190.089403441
0.075 -189.317606203
0.1 -188.48127421
0.125 -187.573674423
0.15 -186.58731627
0.175 -185.513867373
0.2 -184.344067169
0.225 -183.067620398
0.25 -181.673082925
0.275 -180.147734408
0.3 -178.477431927
0.325 -176.64645191
0.35 -174.63730112
0.375 -172.430511045
0.4 -170.004395893
0.425 -167.334780968
0.45 -164.394687091
0.475 -161.154013121
0.5 -157.579002495
0.525 -153.631584669
0.55 -149.269068991
0.575 -144.442762278
0.6 -139.098661677
0.625 -133.167067868
0.65 -126.569227761
0.675 -119.204733139
0.7 -110.941880239
0.725 -101.600096596
0.75 -90.9243546437
0.775 -78.5490384357
0.8 -63.9583167784
0.825 -46.4582816986
0.85 -25.1938552658
0.875 0.762148322614
0.9 32.2631544748
