Vext Jext
-0.075 -173.512234866
-0.05 -172.457570564
-0.025 -171.347861144
0.0 -170.179216878
0.025 -168.947415978
0.05 -167.647877541
0.075 -166.275610202
0.1 -164.825197494
0.125 -163.290730311
0.15 -161.665771218
0.175 -159.943312873
0.2 -158.115694456
0.225 -156.174569592
0.25 -154.110803945
0.275 -151.914426679
0.3 -149.574535696
0.325 -147.07918398
0.35 -144.415312631
0.375 -141.568592011
0.4 -138.523324841
0.425 -135.262282888
0.45 -131.766515786
0.475 -128.0151808
0.5 -123.985279372
0.525 -119.65136551
0.55 -114.985175546
0.575 -109.955157433
0.6 -104.525865161
0.625 -98.6584674992
0.65 -92.3053336053
0.675 -85.4140680851
0.7 -77.9236982912
0.725 -69.7631065369
0.75 -60.8494899518
0.775 -51.0873559207
0.8 -40.3685484424
0.825 -28.5734852272
0.85 -15.5751084627
0.875 -1.2433558935
0.9 14.5484440198
0.925 31.9187496646
